Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Rch2B-3_RM216.1,452295,PF 43,4300,532.92,230.77,200.02,963.71
Rch2B-3_RM216.1,452295,PF 44,4400,533.7,233.27,204.44,971.42
Rch2B-3_RM216.1,452295,PF 45,4500,534.49,235.82,206.74,977.04
,,,,,,,
Rch2B-3_RM216.1,451767,PF 1,100,271.43,0.61,0.03,272.07
Rch2B-3_RM216.1,451767,PF 2,200,292.69,0.62,0.86,294.17
Rch2B-3_RM216.1,451767,PF 3,300,307.99,2.7,1.76,312.45
Rch2B-3_RM216.1,451767,PF 4,400,318.04,2.86,3.2,324.1
Rch2B-3_RM216.1,451767,PF 5,500,326.19,3.44,5.14,334.78
Rch2B-3_RM216.1,451767,PF 6,600,333.81,4.55,8.13,346.49
Rch2B-3_RM216.1,451767,PF 7,700,342.25,7.52,10.83,360.6
Rch2B-3_RM216.1,451767,PF 8,800,350.96,10.6,14.11,375.67
Rch2B-3_RM216.1,451767,PF 9,900,360.25,14.59,17.3,392.14
Rch2B-3_RM216.1,451767,PF 10,1000,369.65,19.71,20.46,409.82
Rch2B-3_RM216.1,451767,PF 11,1100,379.44,24.96,24.23,428.63
Rch2B-3_RM216.1,451767,PF 12,1200,389.38,31.04,29.29,449.71
Rch2B-3_RM216.1,451767,PF 13,1300,398.85,36.24,34.63,469.72
Rch2B-3_RM216.1,451767,PF 14,1400,410.53,42.57,41.05,494.16
Rch2B-3_RM216.1,451767,PF 15,1500,421.25,49.38,47.98,518.62
Rch2B-3_RM216.1,451767,PF 16,1600,430.96,58.13,55.85,544.94
Rch2B-3_RM216.1,451767,PF 17,1700,440.34,66.25,63.45,570.05
Rch2B-3_RM216.1,451767,PF 18,1800,447.35,74.79,71.38,593.53
Rch2B-3_RM216.1,451767,PF 19,1900,455.42,84.62,79.37,619.41
Rch2B-3_RM216.1,451767,PF 20,2000,462.66,95.43,87.39,645.49
Rch2B-3_RM216.1,451767,PF 21,2100,469.45,105.63,94.84,669.92
Rch2B-3_RM216.1,451767,PF 22,2200,475.12,115.03,102.84,692.99
Rch2B-3_RM216.1,451767,PF 23,2300,479.79,123.62,111.73,715.14
Rch2B-3_RM216.1,451767,PF 24,2400,484.87,131.13,119.07,735.06
Rch2B-3_RM216.1,451767,PF 25,2500,489.2,137.54,124.9,751.63
Rch2B-3_RM216.1,451767,PF 26,2600,493.34,143.4,130.77,767.5
Rch2B-3_RM216.1,451767,PF 27,2700,496.8,148.77,139.58,785.15
Rch2B-3_RM216.1,451767,PF 28,2800,500.11,154.16,145.1,799.37
Rch2B-3_RM216.1,451767,PF 29,2900,503.07,159.43,154.25,816.75
Rch2B-3_RM216.1,451767,PF 30,3000,505.69,165.08,158.38,829.15
Rch2B-3_RM216.1,451767,PF 31,3100,508.2,171.41,162.93,842.55
Rch2B-3_RM216.1,451767,PF 32,3200,510.45,177.14,167.38,854.96
Rch2B-3_RM216.1,451767,PF 33,3300,512.79,189.11,171.09,872.99
Rch2B-3_RM216.1,451767,PF 34,3400,514.76,195.34,174.61,884.72
Rch2B-3_RM216.1,451767,PF 35,3500,516.67,200.62,177.88,895.18
Rch2B-3_RM216.1,451767,PF 36,3600,518.36,204.94,181.1,904.4
Rch2B-3_RM216.1,451767,PF 37,3700,519.59,208.43,183.79,911.8
Rch2B-3_RM216.1,451767,PF 38,3800,520.8,211.3,186.67,918.76
Rch2B-3_RM216.1,451767,PF 39,3900,521.85,214.11,189.23,925.19
Rch2B-3_RM216.1,451767,PF 40,4000,522.97,217.39,191.51,931.86
Rch2B-3_RM216.1,451767,PF 41,4100,523.93,220.15,194.11,938.19
Rch2B-3_RM216.1,451767,PF 42,4200,524.77,222.84,196.99,944.6
Rch2B-3_RM216.1,451767,PF 43,4300,525.64,230.53,199.98,956.16
Rch2B-3_RM216.1,451767,PF 44,4400,526.42,233.03,204.4,963.85
Rch2B-3_RM216.1,451767,PF 45,4500,527.21,235.57,206.7,969.47
,,,,,,,
Rch2B-3_RM216.1,451414,PF 1,100,270.68,0.61,0.03,271.32
Rch2B-3_RM216.1,451414,PF 2,200,291.64,0.62,0.86,293.12
Rch2B-3_RM216.1,451414,PF 3,300,306.86,2.7,1.76,311.32
Rch2B-3_RM216.1,451414,PF 4,400,316.86,2.86,3.2,322.93
