Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Reach4B2,147854,PF 23,2300,246.73,367.76,283.03,897.52
Reach4B2,147854,PF 24,2400,247.8,385.5,298.97,932.27
Reach4B2,147854,PF 25,2500,248.79,402.59,315.99,967.37
Reach4B2,147854,PF 26,2600,249.44,418.52,331.84,999.8
Reach4B2,147854,PF 27,2700,250.06,437.3,347.89,1035.25
Reach4B2,147854,PF 28,2800,250.6,456.86,363.02,1070.48
Reach4B2,147854,PF 29,2900,251.05,476.37,378.3,1105.71
Reach4B2,147854,PF 30,3000,251.55,495,392.21,1138.76
Reach4B2,147854,PF 31,3100,251.82,512.71,404.67,1169.19
Reach4B2,147854,PF 32,3200,252.06,530.31,415.52,1197.89
Reach4B2,147854,PF 33,3300,252.25,547.22,424.5,1223.97
Reach4B2,147854,PF 34,3400,252.45,563.64,433.86,1249.95
Reach4B2,147854,PF 35,3500,252.56,578.47,442.92,1273.95
Reach4B2,147854,PF 36,3600,252.67,591.99,450.89,1295.55
Reach4B2,147854,PF 37,3700,252.76,604.85,457.46,1315.07
Reach4B2,147854,PF 38,3800,252.91,616.77,463.6,1333.28
Reach4B2,147854,PF 39,3900,253.01,627.78,469.23,1350.01
Reach4B2,147854,PF 40,4000,253.08,637.06,475.03,1365.17
Reach4B2,147854,PF 41,4100,253.14,646.89,481.27,1381.3
Reach4B2,147854,PF 42,4200,253.18,654.91,486.25,1394.34
Reach4B2,147854,PF 43,4300,253.2,662.21,490.94,1406.35
Reach4B2,147854,PF 44,4400,253.22,668.68,495.57,1417.47
Reach4B2,147854,PF 45,4500,253.24,674.18,499.61,1427.03
,,,,,,,
Reach4B2,147405,PF 1,100,111.16,5.52,6.54,123.22
Reach4B2,147405,PF 2,200,141.66,16.67,16.45,174.77
Reach4B2,147405,PF 3,300,162.04,28,24.81,214.85
Reach4B2,147405,PF 4,400,175.71,46.79,31.47,253.97
Reach4B2,147405,PF 5,500,186.85,56.29,40.37,283.52
Reach4B2,147405,PF 6,600,196.63,69.25,52.06,317.95
Reach4B2,147405,PF 7,700,204.48,82.12,64.3,350.91
Reach4B2,147405,PF 8,800,210.21,96.67,76.07,382.96
Reach4B2,147405,PF 9,900,214.57,113.39,88.82,416.77
Reach4B2,147405,PF 10,1000,217.94,130.22,100.56,448.72
Reach4B2,147405,PF 11,1100,220.74,146.39,112.27,479.4
Reach4B2,147405,PF 12,1200,224,163.71,125.42,513.13
Reach4B2,147405,PF 13,1300,226.98,180.3,137.82,545.1
Reach4B2,147405,PF 14,1400,230.12,197.55,150.88,578.54
Reach4B2,147405,PF 15,1500,232.83,214.6,166.36,613.79
Reach4B2,147405,PF 16,1600,235.01,234.58,180.14,649.73
Reach4B2,147405,PF 17,1700,236.53,255.53,193.48,685.54
Reach4B2,147405,PF 18,1800,238.52,274.69,207.08,720.29
Reach4B2,147405,PF 19,1900,240.17,292.42,221.82,754.4
Reach4B2,147405,PF 20,2000,241.51,309.15,235.19,785.85
Reach4B2,147405,PF 21,2100,242.66,327.01,247.82,817.49
Reach4B2,147405,PF 22,2200,243.87,342.71,262.17,848.75
Reach4B2,147405,PF 23,2300,244.91,357.53,276.57,879.02
Reach4B2,147405,PF 24,2400,245.98,374.85,291.95,912.78
Reach4B2,147405,PF 25,2500,246.96,391.47,308.15,946.59
Reach4B2,147405,PF 26,2600,247.61,406.93,323.29,977.84
Reach4B2,147405,PF 27,2700,248.23,425.42,338.78,1012.43
Reach4B2,147405,PF 28,2800,248.77,444.64,353.29,1046.7
Reach4B2,147405,PF 29,2900,249.21,463.62,368.02,1080.85
Reach4B2,147405,PF 30,3000,249.71,481.78,381.49,1112.98
Reach4B2,147405,PF 31,3100,249.97,499.06,393.25,1142.28
Reach4B2,147405,PF 32,3200,250.21,516.18,403.55,1169.94
Reach4B2,147405,PF 33,3300,250.4,532.54,411.84,1194.79
Reach4B2,147405,PF 34,3400,250.6,548.39,420.53,1219.52
Reach4B2,147405,PF 35,3500,250.7,562.73,429.08,1242.51
Reach4B2,147405,PF 36,3600,250.82,575.73,436.53,1263.08
Reach4B2,147405,PF 37,3700,250.91,588.25,442.66,1281.82
Reach4B2,147405,PF 38,3800,251.06,599.69,448.61,1299.36
Reach4B2,147405,PF 39,3900,251.15,610.28,454.18,1315.61
Reach4B2,147405,PF 40,4000,251.23,619.28,459.94,1330.44
Reach4B2,147405,PF 41,4100,251.29,628.77,466.14,1346.2
Reach4B2,147405,PF 42,4200,251.33,636.57,471.11,1359
Reach4B2,147405,PF 43,4300,251.35,643.63,475.78,1370.75
Reach4B2,147405,PF 44,4400,251.37,649.9,480.38,1381.65
Reach4B2,147405,PF 45,4500,251.39,655.23,484.41,1391.03
,,,,,,,
Reach4B2,146897,PF 1,100,110.12,5.01,6.49,121.62
Reach4B2,146897,PF 2,200,140.44,16.13,16.33,172.9
Reach4B2,146897,PF 3,300,160.79,27.44,24.66,212.89
Reach4B2,146897,PF 4,400,174.42,46.13,31.31,251.86
Reach4B2,146897,PF 5,500,185.54,55.45,40.2,281.19
Reach4B2,146897,PF 6,600,195.29,67.85,51.87,315.01
Reach4B2,146897,PF 7,700,203.12,80.39,64.03,347.54
Reach4B2,146897,PF 8,800,208.83,94.53,75.75,379.11
Reach4B2,146897,PF 9,900,213.16,110.68,88.44,412.29
Reach4B2,146897,PF 10,1000,216.51,126.86,100.11,443.49
Reach4B2,146897,PF 11,1100,219.29,142.31,111.78,473.37
Reach4B2,146897,PF 12,1200,222.53,158.62,124.91,506.05
Reach4B2,146897,PF 13,1300,225.48,174.62,137.27,537.37
Reach4B2,146897,PF 14,1400,228.59,191.11,150.27,569.98
Reach4B2,146897,PF 15,1500,231.29,207.04,165.67,603.99
Reach4B2,146897,PF 16,1600,233.44,225.48,179.39,638.32
