Reach,River Sta,Q Total,Max Chl Dpth,Hydr Depth,Hydr Depth L,Hydr Depth C,Hydr Depth R,Vel Total,Vel Left,Vel Chnl,Vel Right,W.S. Elev,Min Ch El
,,(cfs),(ft),(ft),(ft),(ft),(ft),(ft/s),(ft/s),(ft/s),(ft/s),(ft),(ft)
Reach4B1,265478,1500,11.44,10.77,,10.77,,2.9,,2.9,,105.92,94.48
Reach4B1,265478,1600,11.66,10.99,,10.99,,3.03,,3.03,,106.14,94.48
Reach4B1,265478,1700,11.83,11.15,,11.15,,3.18,,3.18,,106.31,94.48
Reach4B1,265478,1800,11.96,11.28,,11.28,,3.32,,3.32,,106.44,94.48
Reach4B1,265478,1900,12.08,11.41,,11.41,,3.47,,3.47,,106.56,94.48
Reach4B1,265478,2000,12.04,11.37,,11.37,,3.67,,3.67,,106.52,94.48
Reach4B1,265478,2100,12.15,11.47,,11.47,,3.81,,3.81,,106.63,94.48
Reach4B1,265478,2200,12.22,11.55,,11.55,,3.97,,3.97,,106.7,94.48
Reach4B1,265478,2300,12.38,11.71,,11.71,,4.09,,4.09,,106.87,94.48
Reach4B1,265478,2400,12.47,11.8,,11.8,,4.24,,4.24,,106.95,94.48
Reach4B1,265478,2500,12.52,11.84,,11.84,,4.4,,4.4,,107,94.48
Reach4B1,265478,2600,12.58,11.91,,11.91,,4.55,,4.55,,107.06,94.48
Reach4B1,265478,2700,12.59,11.91,,11.91,,4.72,,4.72,,107.07,94.48
Reach4B1,265478,2800,12.65,11.97,,11.97,,4.87,,4.87,,107.13,94.48
Reach4B1,265478,2900,12.75,12.08,,12.08,,5,,5,,107.23,94.48
Reach4B1,265478,3000,12.82,12.14,,12.14,,5.15,,5.15,,107.3,94.48
Reach4B1,265478,3100,12.86,12.18,,12.18,,5.3,,5.3,,107.34,94.48
Reach4B1,265478,3200,12.96,12.29,,12.29,,5.43,,5.43,,107.44,94.48
Reach4B1,265478,3300,13.01,12.34,,12.34,,5.57,,5.57,,107.49,94.48
Reach4B1,265478,3400,13.14,12.47,,12.47,,5.68,,5.68,,107.62,94.48
Reach4B1,265478,3500,13.3,12.63,,12.63,,5.77,,5.77,,107.79,94.48
Reach4B1,265478,3600,13.33,12.65,,12.65,,5.93,,5.93,,107.81,94.48
