Reach,River Sta,Q Total,Max Chl Dpth,Hydr Depth,Hydr Depth L,Hydr Depth C,Hydr Depth R,Vel Total,Vel Left,Vel Chnl,Vel Right,W.S. Elev,Min Ch El
,,(cfs),(ft),(ft),(ft),(ft),(ft),(ft/s),(ft/s),(ft/s),(ft/s),(ft),(ft)
LESB,54174,3400,11.91,5.23,0.07,5.34,,3.15,0.16,3.15,,92.99,81.08
LESB,54174,3500,12.05,5.06,0.1,5.45,,3.15,0.22,3.16,,93.13,81.08
LESB,54174,3600,12.19,4.94,0.17,5.56,,3.15,0.3,3.16,,93.27,81.08
LESB,54174,3700,12.32,4.85,0.25,5.68,0.04,3.15,0.36,3.18,0.11,93.4,81.08
LESB,54174,3800,12.47,4.54,0.26,5.82,0.12,3.14,0.45,3.17,0.21,93.55,81.08
LESB,54174,3900,12.6,4.18,0.28,5.95,0.18,3.13,0.45,3.18,0.28,93.68,81.08
LESB,54174,4000,12.73,4.08,0.36,6.08,0.24,3.11,0.47,3.19,0.33,93.81,81.08
LESB,54174,4100,12.85,4.12,0.46,6.2,0.3,3.09,0.53,3.2,0.38,93.93,81.08
LESB,54174,4200,12.97,4.15,0.55,6.32,0.28,3.08,0.6,3.21,0.42,94.05,81.08
LESB,54174,4300,13.08,3.94,0.58,6.43,0.13,3.07,0.65,3.22,0.33,94.16,81.08
LESB,54174,4400,13.19,3.76,0.65,6.54,0.13,3.05,0.65,3.23,0.28,94.27,81.08
LESB,54174,4500,13.29,3.58,0.73,6.64,0.15,3.03,0.7,3.24,0.28,94.37,81.08
,,,,,,,,,,,,,
LESB,53997,100,5.27,4.28,,4.28,,0.21,,0.21,,84.24,78.97
LESB,53997,200,6.08,4.94,,4.94,,0.35,,0.35,,85.05,78.97
LESB,53997,300,6.73,5.46,,5.46,,0.47,,0.47,,85.7,78.97
LESB,53997,400,7.29,5.92,,5.92,,0.57,,0.57,,86.26,78.97
LESB,53997,500,7.76,6.3,,6.3,,0.66,,0.66,,86.73,78.97
LESB,53997,600,8.16,6.63,,6.63,,0.74,,0.74,,87.13,78.97
LESB,53997,700,8.52,6.93,,6.93,,0.82,,0.82,,87.49,78.97
LESB,53997,800,8.85,7.19,,7.19,,0.89,,0.89,,87.82,78.97
LESB,53997,900,9.17,7.45,,7.45,,0.96,,0.96,,88.14,78.97
LESB,53997,1000,9.46,7.69,,7.69,,1.03,,1.03,,88.44,78.97
LESB,53997,1100,9.74,7.91,,7.91,,1.09,,1.09,,88.71,78.97
LESB,53997,1200,10.01,8.12,,8.12,,1.15,,1.15,,88.98,78.97
LESB,53997,1300,10.26,8.31,,8.31,,1.21,,1.21,,89.23,78.97
LESB,53997,1400,10.51,8.49,,8.49,,1.26,,1.26,,89.48,78.97
