Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Rch1A_Simplified,784246,PF 1,100,397.15,187.18,121.44,705.77
Rch1A_Simplified,784246,PF 2,200,430.16,199.95,137.72,767.83
Rch1A_Simplified,784246,PF 3,300,453.33,246.25,152.87,852.45
Rch1A_Simplified,784246,PF 4,400,476.41,346.51,163.97,986.89
Rch1A_Simplified,784246,PF 5,500,494.66,394.45,173.19,1062.3
Rch1A_Simplified,784246,PF 6,600,512.38,405.01,184.33,1101.72
Rch1A_Simplified,784246,PF 7,700,529.12,417.15,195.07,1141.34
Rch1A_Simplified,784246,PF 8,800,544.21,429.08,202.14,1175.43
Rch1A_Simplified,784246,PF 9,900,557.11,437.74,210.02,1204.88
Rch1A_Simplified,784246,PF 10,1000,568.43,445.35,217.11,1230.89
Rch1A_Simplified,784246,PF 11,1100,576.96,453.45,224.04,1254.46
Rch1A_Simplified,784246,PF 12,1200,586.73,461.98,231.38,1280.08
Rch1A_Simplified,784246,PF 13,1300,594.98,469.52,239.3,1303.8
Rch1A_Simplified,784246,PF 14,1400,603.69,476.66,246.79,1327.14
Rch1A_Simplified,784246,PF 15,1500,609.9,483.11,253.75,1346.76
Rch1A_Simplified,784246,PF 16,1600,616.36,488.55,260.35,1365.26
Rch1A_Simplified,784246,PF 17,1700,622.93,494.43,268.36,1385.72
Rch1A_Simplified,784246,PF 18,1800,629.05,500.83,274.94,1404.83
Rch1A_Simplified,784246,PF 19,1900,634.24,507.15,282.25,1423.63
Rch1A_Simplified,784246,PF 20,2000,639.88,513.47,288.71,1442.06
Rch1A_Simplified,784246,PF 21,2100,643.48,519.11,294.73,1457.31
Rch1A_Simplified,784246,PF 22,2200,647.14,526.76,303.6,1477.5
Rch1A_Simplified,784246,PF 23,2300,650.97,533.74,309.92,1494.64
Rch1A_Simplified,784246,PF 24,2400,654.8,539.56,316.64,1511
Rch1A_Simplified,784246,PF 25,2500,658.21,544.7,322.87,1525.78
