Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Rch2A_RM228.8,572242,PF 41,4100,533.62,35.66,68.07,637.35
Rch2A_RM228.8,572242,PF 42,4200,535.47,36.86,72.57,644.9
Rch2A_RM228.8,572242,PF 43,4300,537.69,37.98,76.81,652.48
Rch2A_RM228.8,572242,PF 44,4400,539.84,39.29,81.65,660.78
Rch2A_RM228.8,572242,PF 45,4500,541.81,40.68,87.52,670.01
,,,,,,,
Rch2A_RM228.8,571639,PF 1,100,187.46,3.71,4.66,195.83
Rch2A_RM228.8,571639,PF 2,200,226.74,4.51,5.24,236.49
Rch2A_RM228.8,571639,PF 3,300,252.77,5.02,5.96,263.74
Rch2A_RM228.8,571639,PF 4,400,276.77,5.37,6.58,288.72
Rch2A_RM228.8,571639,PF 5,500,295.01,5.7,7,307.71
Rch2A_RM228.8,571639,PF 6,600,316.24,6.41,7.34,329.99
Rch2A_RM228.8,571639,PF 7,700,334.7,6.83,7.82,349.35
Rch2A_RM228.8,571639,PF 8,800,345.77,7.08,8.35,361.21
Rch2A_RM228.8,571639,PF 9,900,359.75,7.33,8.93,376.01
Rch2A_RM228.8,571639,PF 10,1000,372.21,7.74,9.28,389.23
Rch2A_RM228.8,571639,PF 11,1100,382.85,8.04,9.71,400.6
Rch2A_RM228.8,571639,PF 12,1200,393.28,8.47,10.42,412.17
Rch2A_RM228.8,571639,PF 13,1300,401.07,8.7,11.55,421.31
Rch2A_RM228.8,571639,PF 14,1400,409.84,8.92,12.7,431.45
Rch2A_RM228.8,571639,PF 15,1500,419.79,9.15,13.49,442.42
Rch2A_RM228.8,571639,PF 16,1600,429.06,9.46,14.18,452.71
Rch2A_RM228.8,571639,PF 17,1700,437.27,9.93,15.08,462.28
Rch2A_RM228.8,571639,PF 18,1800,443.53,10.31,15.74,469.58
Rch2A_RM228.8,571639,PF 19,1900,451.06,10.85,16.53,478.45
Rch2A_RM228.8,571639,PF 20,2000,458.43,11.4,17.51,487.34
Rch2A_RM228.8,571639,PF 21,2100,465.16,11.92,18.43,495.52
Rch2A_RM228.8,571639,PF 22,2200,470.89,12.59,19.42,502.9
Rch2A_RM228.8,571639,PF 23,2300,476.58,13.49,20.58,510.65
Rch2A_RM228.8,571639,PF 24,2400,480.69,14.34,21.71,516.74
Rch2A_RM228.8,571639,PF 25,2500,484.61,14.98,22.66,522.24
Rch2A_RM228.8,571639,PF 26,2600,488.42,15.53,23.91,527.86
Rch2A_RM228.8,571639,PF 27,2700,491.98,16.21,25.36,533.55
Rch2A_RM228.8,571639,PF 28,2800,495.24,17.1,27.18,539.52
Rch2A_RM228.8,571639,PF 29,2900,498.33,18.25,28.68,545.26
Rch2A_RM228.8,571639,PF 30,3000,501.19,19.46,30.41,551.05
Rch2A_RM228.8,571639,PF 31,3100,504.25,20.56,32.31,557.12
Rch2A_RM228.8,571639,PF 32,3200,507.12,21.89,34.88,563.89
Rch2A_RM228.8,571639,PF 33,3300,509.83,23.4,37.95,571.19
Rch2A_RM228.8,571639,PF 34,3400,512.31,24.94,41.37,578.62
Rch2A_RM228.8,571639,PF 35,3500,514.53,26.81,44.93,586.27
Rch2A_RM228.8,571639,PF 36,3600,516.95,28.22,48.36,593.53
Rch2A_RM228.8,571639,PF 37,3700,519.82,29.64,51.51,600.98
Rch2A_RM228.8,571639,PF 38,3800,522.18,31.04,55.3,608.52
Rch2A_RM228.8,571639,PF 39,3900,524.22,32.55,59.55,616.31
Rch2A_RM228.8,571639,PF 40,4000,526.15,33.92,63.93,624
Rch2A_RM228.8,571639,PF 41,4100,527.98,35.66,68.07,631.7
Rch2A_RM228.8,571639,PF 42,4200,529.81,36.86,72.56,639.24
Rch2A_RM228.8,571639,PF 43,4300,532.02,37.98,76.81,646.81
Rch2A_RM228.8,571639,PF 44,4400,534.14,39.29,81.65,655.08
Rch2A_RM228.8,571639,PF 45,4500,536.09,40.68,87.52,664.29
,,,,,,,
Rch2A_RM228.8,571108,PF 1,100,186.41,3.71,4.66,194.78
Rch2A_RM228.8,571108,PF 2,200,225,4.51,5.24,234.74
Rch2A_RM228.8,571108,PF 3,300,250.47,5.02,5.96,261.45
Rch2A_RM228.8,571108,PF 4,400,274.06,5.37,6.58,286.01
Rch2A_RM228.8,571108,PF 5,500,292.08,5.7,7,304.77
Rch2A_RM228.8,571108,PF 6,600,313.13,6.41,7.34,326.87
Rch2A_RM228.8,571108,PF 7,700,331.48,6.83,7.82,346.13
Rch2A_RM228.8,571108,PF 8,800,342.48,7.08,8.35,357.92
Rch2A_RM228.8,571108,PF 9,900,356.39,7.33,8.93,372.65
Rch2A_RM228.8,571108,PF 10,1000,368.8,7.74,9.28,385.82
Rch2A_RM228.8,571108,PF 11,1100,379.31,8.04,9.71,397.07
Rch2A_RM228.8,571108,PF 12,1200,389.5,8.47,10.42,408.39
Rch2A_RM228.8,571108,PF 13,1300,397.18,8.7,11.55,417.43
