Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Rch1_Simplified,654293,PF 43,4300,283.62,261.41,337.67,882.7
Rch1_Simplified,654293,PF 44,4400,283.64,265.13,342.03,890.8
Rch1_Simplified,654293,PF 45,4500,283.67,268.97,346.92,899.56
,,,,,,,
Rch1_Simplified,653888,PF 1,100,158.02,10.9,19.36,188.29
Rch1_Simplified,653888,PF 2,200,171.53,13.76,24.12,209.41
Rch1_Simplified,653888,PF 3,300,185.65,16.36,31.12,233.13
Rch1_Simplified,653888,PF 4,400,197.8,20.14,40.58,258.52
Rch1_Simplified,653888,PF 5,500,209.16,26.39,50.97,286.52
Rch1_Simplified,653888,PF 6,600,221.23,33.66,62.75,317.64
Rch1_Simplified,653888,PF 7,700,233.75,43.56,73.54,350.85
Rch1_Simplified,653888,PF 8,800,242.17,53.22,83.97,379.35
Rch1_Simplified,653888,PF 9,900,249.36,64.2,94.67,408.22
Rch1_Simplified,653888,PF 10,1000,255.45,73.93,104.69,434.06
Rch1_Simplified,653888,PF 11,1100,261.41,83.16,114.5,459.07
Rch1_Simplified,653888,PF 12,1200,266.6,93.93,124.2,484.72
Rch1_Simplified,653888,PF 13,1300,269.49,101.56,133.34,504.39
Rch1_Simplified,653888,PF 14,1400,271.65,109.09,140.61,521.35
Rch1_Simplified,653888,PF 15,1500,273.45,115.89,147.22,536.56
Rch1_Simplified,653888,PF 16,1600,274.85,122.18,153.76,550.8
Rch1_Simplified,653888,PF 17,1700,276.1,128.3,160.44,564.84
Rch1_Simplified,653888,PF 18,1800,277.06,135.03,169.4,581.49
Rch1_Simplified,653888,PF 19,1900,277.81,141.11,177.57,596.49
Rch1_Simplified,653888,PF 20,2000,278.36,147.39,185.71,611.46
Rch1_Simplified,653888,PF 21,2100,278.84,152.96,193.91,625.71
Rch1_Simplified,653888,PF 22,2200,279.21,158.03,201.98,639.21
Rch1_Simplified,653888,PF 23,2300,279.52,163.88,209.87,653.27
Rch1_Simplified,653888,PF 24,2400,279.82,169.12,217.53,666.47
Rch1_Simplified,653888,PF 25,2500,280.1,174.91,225.22,680.22
Rch1_Simplified,653888,PF 26,2600,280.35,180.45,232.91,693.71
Rch1_Simplified,653888,PF 27,2700,280.59,184.97,240.29,705.85
Rch1_Simplified,653888,PF 28,2800,280.79,190,246.59,717.38
Rch1_Simplified,653888,PF 29,2900,280.98,195.39,252.72,729.08
Rch1_Simplified,653888,PF 30,3000,281.13,200.32,258.91,740.36
Rch1_Simplified,653888,PF 31,3100,281.28,205.09,264.1,750.47
Rch1_Simplified,653888,PF 32,3200,281.38,209.32,270.14,760.84
Rch1_Simplified,653888,PF 33,3300,281.47,215.06,275.74,772.26
Rch1_Simplified,653888,PF 34,3400,281.54,219.68,281.58,782.8
Rch1_Simplified,653888,PF 35,3500,281.61,224.91,286.98,793.5
Rch1_Simplified,653888,PF 36,3600,281.67,229.51,292.81,803.99
Rch1_Simplified,653888,PF 37,3700,281.73,235.67,298.79,816.18
Rch1_Simplified,653888,PF 38,3800,281.79,240.34,305.04,827.17
Rch1_Simplified,653888,PF 39,3900,281.84,245.19,308.2,835.23
Rch1_Simplified,653888,PF 40,4000,281.87,249.24,313.78,844.9
Rch1_Simplified,653888,PF 41,4100,281.91,253.5,318.8,854.21
Rch1_Simplified,653888,PF 42,4200,281.94,257.62,323.61,863.17
Rch1_Simplified,653888,PF 43,4300,281.97,261.38,328.79,872.14
Rch1_Simplified,653888,PF 44,4400,282,265.1,333.03,880.13
Rch1_Simplified,653888,PF 45,4500,282.02,268.94,337.75,888.71
,,,,,,,
Rch1_Simplified,653437,PF 1,100,157.45,10.9,19.36,187.71
Rch1_Simplified,653437,PF 2,200,170.9,13.76,24.01,208.67
Rch1_Simplified,653437,PF 3,300,184.99,16.36,30.92,232.26
Rch1_Simplified,653437,PF 4,400,197.03,20.14,40.21,257.38
Rch1_Simplified,653437,PF 5,500,208.19,26.39,50.25,284.82
Rch1_Simplified,653437,PF 6,600,220.12,33.66,61.56,315.35
Rch1_Simplified,653437,PF 7,700,232.53,43.56,71.78,347.87
Rch1_Simplified,653437,PF 8,800,240.85,53.22,81.93,375.99
Rch1_Simplified,653437,PF 9,900,248,64.2,92.43,404.63
Rch1_Simplified,653437,PF 10,1000,254.08,73.93,102.26,430.27
Rch1_Simplified,653437,PF 11,1100,260.03,83.16,111.83,455.03
Rch1_Simplified,653437,PF 12,1200,265.21,93.93,121.31,480.45
Rch1_Simplified,653437,PF 13,1300,268.11,101.56,130.26,499.92
Rch1_Simplified,653437,PF 14,1400,270.26,109.09,137.38,516.73
Rch1_Simplified,653437,PF 15,1500,272.06,115.89,143.78,531.73
Rch1_Simplified,653437,PF 16,1600,273.46,122.18,150.22,545.86
Rch1_Simplified,653437,PF 17,1700,274.7,128.3,156.72,559.73
Rch1_Simplified,653437,PF 18,1800,275.67,135.02,165.48,576.17
Rch1_Simplified,653437,PF 19,1900,276.41,141.1,173.5,591.01
Rch1_Simplified,653437,PF 20,2000,276.97,147.38,181.52,605.86
Rch1_Simplified,653437,PF 21,2100,277.45,152.95,189.65,620.05
Rch1_Simplified,653437,PF 22,2200,277.82,158.01,197.63,633.46
Rch1_Simplified,653437,PF 23,2300,278.13,163.86,205.42,647.41
Rch1_Simplified,653437,PF 24,2400,278.42,169.1,213.04,660.56
Rch1_Simplified,653437,PF 25,2500,278.7,174.89,220.62,674.22
Rch1_Simplified,653437,PF 26,2600,278.95,180.43,228.19,687.57
Rch1_Simplified,653437,PF 27,2700,279.2,184.95,235.45,699.59
Rch1_Simplified,653437,PF 28,2800,279.39,189.99,241.62,711
Rch1_Simplified,653437,PF 29,2900,279.58,195.37,247.54,722.49
Rch1_Simplified,653437,PF 30,3000,279.73,200.3,253.62,733.65
Rch1_Simplified,653437,PF 31,3100,279.88,205.07,258.7,743.65
Rch1_Simplified,653437,PF 32,3200,279.98,209.3,264.62,753.89
Rch1_Simplified,653437,PF 33,3300,280.07,215.03,270.11,765.21
Rch1_Simplified,653437,PF 34,3400,280.14,219.66,275.81,775.61
Rch1_Simplified,653437,PF 35,3500,280.21,224.89,281.14,786.23
Rch1_Simplified,653437,PF 36,3600,280.26,229.49,286.89,796.64
Rch1_Simplified,653437,PF 37,3700,280.33,235.64,292.81,808.78
Rch1_Simplified,653437,PF 38,3800,280.39,240.32,299.01,819.71
Rch1_Simplified,653437,PF 39,3900,280.43,245.16,302.19,827.79
Rch1_Simplified,653437,PF 40,4000,280.47,249.21,307.71,837.39
Rch1_Simplified,653437,PF 41,4100,280.5,253.47,312.68,846.66
Rch1_Simplified,653437,PF 42,4200,280.54,257.59,317.43,855.56
Rch1_Simplified,653437,PF 43,4300,280.57,261.35,322.57,864.49
Rch1_Simplified,653437,PF 44,4400,280.6,265.07,326.78,872.44
Rch1_Simplified,653437,PF 45,4500,280.62,268.91,331.45,880.98
,,,,,,,
Rch1_Simplified,653164,PF 1,100,156.92,10.9,19.34,187.16
Rch1_Simplified,653164,PF 2,200,170.33,13.76,23.87,207.96
Rch1_Simplified,653164,PF 3,300,184.4,16.36,30.72,231.48
Rch1_Simplified,653164,PF 4,400,196.39,20.14,39.94,256.47
Rch1_Simplified,653164,PF 5,500,207.51,26.39,49.93,283.83
Rch1_Simplified,653164,PF 6,600,219.43,33.66,61.16,314.25
Rch1_Simplified,653164,PF 7,700,231.82,43.56,71.09,346.47
Rch1_Simplified,653164,PF 8,800,240.12,53.21,81.06,374.4
Rch1_Simplified,653164,PF 9,900,247.27,64.19,91.42,402.88
Rch1_Simplified,653164,PF 10,1000,253.35,73.92,101.07,428.33
Rch1_Simplified,653164,PF 11,1100,259.3,83.15,110.48,452.94
Rch1_Simplified,653164,PF 12,1200,264.48,93.92,119.88,478.28
Rch1_Simplified,653164,PF 13,1300,267.38,101.54,128.73,497.64
Rch1_Simplified,653164,PF 14,1400,269.53,109.07,135.77,514.37
Rch1_Simplified,653164,PF 15,1500,271.33,115.87,142.11,529.31
Rch1_Simplified,653164,PF 16,1600,272.73,122.16,148.48,543.37
Rch1_Simplified,653164,PF 17,1700,273.97,128.27,154.94,557.19
Rch1_Simplified,653164,PF 18,1800,274.94,135,163.67,573.6
Rch1_Simplified,653164,PF 19,1900,275.68,141.07,171.61,588.37
Rch1_Simplified,653164,PF 20,2000,276.24,147.35,179.57,603.15
Rch1_Simplified,653164,PF 21,2100,276.72,152.92,187.67,617.31
Rch1_Simplified,653164,PF 22,2200,277.09,157.98,195.63,630.69
Rch1_Simplified,653164,PF 23,2300,277.4,163.83,203.39,644.62
Rch1_Simplified,653164,PF 24,2400,277.69,169.07,211,657.76
Rch1_Simplified,653164,PF 25,2500,277.97,174.86,218.56,671.39
Rch1_Simplified,653164,PF 26,2600,278.22,180.39,226.1,684.71
Rch1_Simplified,653164,PF 27,2700,278.47,184.91,233.34,696.71
Rch1_Simplified,653164,PF 28,2800,278.66,189.95,239.49,708.11
Rch1_Simplified,653164,PF 29,2900,278.85,195.33,245.33,719.51
Rch1_Simplified,653164,PF 30,3000,279,200.26,251.36,730.62
Rch1_Simplified,653164,PF 31,3100,279.15,205.03,256.39,740.57
Rch1_Simplified,653164,PF 32,3200,279.25,209.26,262.2,750.7
Rch1_Simplified,653164,PF 33,3300,279.34,214.99,267.64,761.96
Rch1_Simplified,653164,PF 34,3400,279.41,219.61,273.24,772.26
Rch1_Simplified,653164,PF 35,3500,279.47,224.84,278.51,782.83
Rch1_Simplified,653164,PF 36,3600,279.53,229.44,284.21,793.18
Rch1_Simplified,653164,PF 37,3700,279.6,235.6,290.08,805.27
Rch1_Simplified,653164,PF 38,3800,279.66,240.27,296.2,816.12
Rch1_Simplified,653164,PF 39,3900,279.7,245.12,299.41,824.23
Rch1_Simplified,653164,PF 40,4000,279.74,249.16,304.87,833.77
Rch1_Simplified,653164,PF 41,4100,279.77,253.42,309.81,843.01
