Reach,River Sta,Q Total,Max Chl Dpth,Hydr Depth,Hydr Depth L,Hydr Depth C,Hydr Depth R,Vel Total,Vel Left,Vel Chnl,Vel Right,W.S. Elev,Min Ch El
,,(cfs),(ft),(ft),(ft),(ft),(ft),(ft/s),(ft/s),(ft/s),(ft/s),(ft),(ft)
Upper,105461.1,3500,12.38,3.51,1.43,6.59,2.04,1.42,0.51,1.86,0.64,103.96,91.58
Upper,105461.1,3600,12.44,3.55,1.46,6.64,2.09,1.44,0.52,1.89,0.66,104.02,91.58
Upper,105461.1,3700,12.49,3.59,1.48,6.69,2.15,1.46,0.53,1.91,0.68,104.07,91.58
Upper,105461.1,3800,12.54,3.63,1.52,6.74,2.2,1.47,0.54,1.94,0.7,104.12,91.58
Upper,105461.1,3900,12.6,3.68,1.55,6.79,2.25,1.49,0.56,1.97,0.71,104.18,91.58
Upper,105461.1,4000,12.65,3.72,1.59,6.83,2.3,1.51,0.57,1.99,0.73,104.23,91.58
Upper,105461.1,4100,12.71,3.77,1.63,6.88,2.36,1.52,0.58,2.01,0.75,104.29,91.58
Upper,105461.1,4200,12.76,3.81,1.67,6.92,2.41,1.54,0.6,2.04,0.76,104.34,91.58
Upper,105461.1,4300,12.81,3.85,1.71,6.96,2.45,1.56,0.61,2.06,0.78,104.39,91.58
Upper,105461.1,4400,12.85,3.89,1.74,6.99,2.5,1.57,0.63,2.09,0.8,104.43,91.58
Upper,105461.1,4500,12.9,3.94,1.78,7.03,2.55,1.59,0.64,2.11,0.81,104.48,91.58
,,,,,,,,,,,,,
Middle,104521,100,3.91,2.28,,2.28,,0.3,,0.3,,99.66,95.75
Middle,104521,200,4.38,2.72,,2.72,,0.5,,0.5,,100.13,95.75
Middle,104521,300,4.72,3.02,,3.02,,0.66,,0.66,,100.47,95.75
Middle,104521,400,5,2.72,,3.26,0.14,0.8,,0.81,0.09,100.75,95.75
Middle,104521,500,5.24,2.6,,3.47,0.26,0.91,,0.93,0.17,100.99,95.75
Middle,104521,600,5.46,1.34,0.01,3.66,0.35,1.01,0.01,1.05,0.24,101.21,95.75
Middle,104521,700,5.65,1.42,0.18,3.82,0.46,1.02,0.14,1.14,0.27,101.4,95.75
Middle,104521,800,5.81,1.52,0.33,3.96,0.57,1.05,0.23,1.22,0.33,101.56,95.75
Middle,104521,900,5.96,1.58,0.46,4.1,0.63,1.07,0.3,1.3,0.37,101.71,95.75
Middle,104521,1000,6.09,1.53,0.55,4.23,0.59,1.09,0.35,1.37,0.39,101.84,95.75
Middle,104521,1100,6.21,1.52,0.6,4.35,0.65,1.11,0.4,1.43,0.42,101.96,95.75
Middle,104521,1200,6.33,1.53,0.65,4.47,0.7,1.12,0.43,1.48,0.46,102.08,95.75
Middle,104521,1300,6.43,1.57,0.73,4.57,0.76,1.14,0.45,1.53,0.49,102.18,95.75
Middle,104521,1400,6.53,1.63,0.82,4.67,0.81,1.15,0.49,1.57,0.52,102.28,95.75
Middle,104521,1500,6.63,1.65,0.9,4.77,0.82,1.16,0.53,1.61,0.55,102.38,95.75
Middle,104521,1600,6.72,1.69,0.98,4.86,0.85,1.17,0.56,1.65,0.57,102.47,95.75
Middle,104521,1700,6.81,1.7,1.01,4.95,0.89,1.18,0.59,1.69,0.58,102.56,95.75
Middle,104521,1800,6.89,1.65,0.98,5.03,0.91,1.19,0.6,1.74,0.58,102.64,95.75
Middle,104521,1900,6.97,1.66,1.01,5.11,0.94,1.2,0.63,1.76,0.61,102.72,95.75
Middle,104521,2000,7.05,1.69,1.04,5.19,1,1.2,0.65,1.79,0.63,102.8,95.75
Middle,104521,2100,7.13,1.72,1.07,5.27,1.07,1.21,0.67,1.81,0.66,102.88,95.75
Middle,104521,2200,7.2,1.75,1.09,5.34,1.13,1.21,0.69,1.83,0.68,102.95,95.75
Middle,104521,2300,7.27,1.79,1.13,5.41,1.2,1.22,0.69,1.85,0.71,103.02,95.75
Middle,104521,2400,7.35,1.84,1.18,5.49,1.26,1.22,0.67,1.88,0.74,103.1,95.75
Middle,104521,2500,7.42,1.88,1.22,5.56,1.32,1.22,0.68,1.9,0.76,103.17,95.75
Middle,104521,2600,7.49,1.92,1.27,5.63,1.35,1.23,0.7,1.92,0.77,103.24,95.75
Middle,104521,2700,7.56,1.98,1.34,5.69,1.39,1.23,0.71,1.94,0.79,103.31,95.75
Middle,104521,2800,7.62,2.03,1.4,5.76,1.44,1.23,0.73,1.95,0.8,103.37,95.75
Middle,104521,2900,7.68,2.08,1.47,5.82,1.49,1.24,0.75,1.96,0.82,103.43,95.75
Middle,104521,3000,7.74,2.14,1.53,5.88,1.53,1.25,0.77,1.97,0.83,103.49,95.75
Middle,104521,3100,7.8,2.19,1.58,5.94,1.57,1.25,0.79,1.98,0.84,103.55,95.75
Middle,104521,3200,7.87,2.24,1.65,6.01,1.62,1.26,0.81,1.98,0.86,103.62,95.75
Middle,104521,3300,7.93,2.27,1.71,6.07,1.63,1.26,0.83,2,0.86,103.68,95.75
Middle,104521,3400,7.99,2.33,1.77,6.13,1.68,1.27,0.84,2,0.88,103.74,95.75
Middle,104521,3500,8.04,2.38,1.82,6.18,1.73,1.28,0.86,2.01,0.89,103.79,95.75
Middle,104521,3600,8.1,2.4,1.87,6.24,1.73,1.28,0.87,2.02,0.91,103.85,95.75
Middle,104521,3700,8.15,2.42,1.92,6.29,1.73,1.29,0.89,2.03,0.92,103.9,95.75
Middle,104521,3800,8.2,2.42,1.98,6.34,1.68,1.3,0.9,2.03,0.93,103.95,95.75
Middle,104521,3900,8.25,2.41,2.03,6.39,1.63,1.3,0.91,2.04,0.94,104,95.75
Middle,104521,4000,8.3,2.4,2.08,6.44,1.58,1.31,0.93,2.05,0.95,104.05,95.75
Middle,104521,4100,8.36,2.39,2.13,6.5,1.55,1.31,0.95,2.07,0.93,104.11,95.75
Middle,104521,4200,8.41,2.4,2.18,6.55,1.54,1.31,0.96,2.08,0.93,104.16,95.75
Middle,104521,4300,8.46,2.41,2.23,6.6,1.54,1.32,0.97,2.08,0.94,104.21,95.75
Middle,104521,4400,8.51,2.44,2.28,6.65,1.56,1.32,0.99,2.09,0.95,104.26,95.75
Middle,104521,4500,8.56,2.47,2.32,6.69,1.59,1.32,1,2.1,0.95,104.31,95.75
,,,,,,,,,,,,,
Middle,103827,100,3.53,2.59,,2.59,,0.23,,0.23,,99.65,96.12
Middle,103827,200,3.98,3.03,,3.03,,0.39,,0.39,,100.1,96.12
Middle,103827,300,4.31,3.02,,3.34,0.13,0.53,,0.53,0.06,100.43,96.12
Middle,103827,400,4.57,2.84,,3.58,0.23,0.64,,0.65,0.1,100.69,96.12
Middle,103827,500,4.8,2.74,,3.79,0.33,0.74,,0.76,0.15,100.92,96.12
Middle,103827,600,5,2.58,,3.98,0.39,0.82,,0.86,0.19,101.12,96.12
Middle,103827,700,5.18,2.58,,4.15,0.49,0.9,,0.96,0.23,101.3,96.12
Middle,103827,800,5.33,2.58,,4.28,0.58,0.96,,1.04,0.28,101.45,96.12
Middle,103827,900,5.47,2.61,,4.41,0.67,1.03,,1.13,0.33,101.59,96.12
Middle,103827,1000,5.59,1.67,0.08,4.52,0.69,1.07,0.08,1.21,0.36,101.71,96.12
Middle,103827,1100,5.7,1.7,0.18,4.61,0.72,1.11,0.14,1.28,0.4,101.82,96.12
Middle,103827,1200,5.8,1.7,0.28,4.71,0.74,1.14,0.2,1.35,0.44,101.92,96.12
Middle,103827,1300,5.9,1.73,0.37,4.79,0.78,1.16,0.25,1.41,0.45,102.02,96.12
Middle,103827,1400,5.99,1.78,0.44,4.88,0.85,1.19,0.29,1.48,0.46,102.11,96.12
Middle,103827,1500,6.08,1.83,0.51,4.95,0.92,1.21,0.33,1.53,0.5,102.2,96.12
Middle,103827,1600,6.16,1.85,0.56,5.02,0.97,1.24,0.37,1.58,0.53,102.28,96.12
Middle,103827,1700,6.25,1.9,0.63,5.09,1.03,1.26,0.4,1.63,0.56,102.37,96.12
Middle,103827,1800,6.32,1.94,0.69,5.16,1.08,1.28,0.43,1.68,0.59,102.44,96.12
Middle,103827,1900,6.4,1.98,0.76,5.23,1.12,1.3,0.47,1.72,0.61,102.52,96.12
Middle,103827,2000,6.47,2.03,0.82,5.29,1.18,1.32,0.5,1.76,0.64,102.59,96.12
Middle,103827,2100,6.54,2.07,0.87,5.35,1.23,1.34,0.53,1.8,0.67,102.66,96.12
Middle,103827,2200,6.61,2.12,0.92,5.41,1.28,1.36,0.54,1.84,0.7,102.73,96.12
Middle,103827,2300,6.68,2.16,0.99,5.47,1.33,1.37,0.57,1.87,0.73,102.8,96.12
Middle,103827,2400,6.75,2.2,1.03,5.54,1.38,1.39,0.6,1.9,0.75,102.87,96.12
Middle,103827,2500,6.82,2.21,1.05,5.59,1.43,1.4,0.62,1.93,0.78,102.94,96.12
Middle,103827,2600,6.89,2.25,1.09,5.65,1.47,1.41,0.65,1.96,0.8,103.01,96.12
Middle,103827,2700,6.95,2.26,1.12,5.71,1.49,1.43,0.67,1.98,0.82,103.07,96.12
Middle,103827,2800,7.01,2.28,1.16,5.77,1.52,1.44,0.7,2.02,0.82,103.13,96.12
Middle,103827,2900,7.08,2.3,1.19,5.82,1.54,1.45,0.72,2.04,0.84,103.2,96.12
Middle,103827,3000,7.13,2.27,1.19,5.88,1.53,1.46,0.74,2.07,0.86,103.25,96.12
Middle,103827,3100,7.19,2.23,1.2,5.93,1.49,1.47,0.76,2.09,0.88,103.31,96.12
Middle,103827,3200,7.25,2.17,1.2,5.99,1.42,1.48,0.75,2.13,0.88,103.37,96.12
Middle,103827,3300,7.31,2.14,1.23,6.04,1.39,1.49,0.76,2.16,0.9,103.43,96.12
Middle,103827,3400,7.37,2.13,1.27,6.09,1.37,1.49,0.78,2.19,0.87,103.49,96.12
Middle,103827,3500,7.42,2.14,1.29,6.14,1.39,1.5,0.8,2.21,0.89,103.54,96.12
Middle,103827,3600,7.47,2.15,1.3,6.19,1.41,1.5,0.81,2.22,0.9,103.59,96.12
Middle,103827,3700,7.53,2.16,1.33,6.24,1.43,1.51,0.82,2.24,0.92,103.65,96.12
Middle,103827,3800,7.58,2.19,1.37,6.29,1.45,1.51,0.84,2.25,0.93,103.7,96.12
Middle,103827,3900,7.63,2.21,1.41,6.34,1.47,1.51,0.85,2.27,0.94,103.75,96.12
Middle,103827,4000,7.68,2.22,1.45,6.39,1.48,1.52,0.87,2.28,0.96,103.8,96.12
Middle,103827,4100,7.74,2.24,1.5,6.43,1.49,1.52,0.84,2.3,0.97,103.86,96.12
Middle,103827,4200,7.79,2.26,1.54,6.48,1.51,1.52,0.86,2.31,0.98,103.91,96.12
Middle,103827,4300,7.84,2.28,1.58,6.52,1.51,1.52,0.87,2.32,0.99,103.96,96.12
Middle,103827,4400,7.88,2.29,1.62,6.57,1.52,1.53,0.89,2.33,1,104,96.12
Middle,103827,4500,7.93,2.31,1.64,6.62,1.55,1.53,0.9,2.34,1.01,104.05,96.12
,,,,,,,,,,,,,
Middle,102669,100,2.92,1.6,,1.6,,0.46,,0.46,,99.61,98
Middle,102669,200,3.34,1.81,,1.86,0.1,0.73,,0.73,0.1,100.03,98
Middle,102669,300,3.62,1.72,0.07,2.02,0.16,0.93,0.1,0.94,0.19,100.31,98
Middle,102669,400,3.83,1.51,0.19,2.03,0.23,1.09,0.23,1.12,0.28,100.52,98
Middle,102669,500,4.02,1.49,0.3,2.16,0.31,1.2,0.36,1.27,0.35,100.71,98
Middle,102669,600,4.18,1.28,0.23,2.26,0.32,1.28,0.41,1.39,0.42,100.87,98
Middle,102669,700,4.33,0.69,0.08,2.34,0.33,1.31,0.35,1.49,0.48,101.02,98
Middle,102669,800,4.45,0.69,0.17,2.4,0.36,1.26,0.33,1.56,0.52,101.14,98
Middle,102669,900,4.56,0.68,0.26,2.46,0.34,1.2,0.38,1.61,0.52,101.25,98
Middle,102669,1000,4.66,0.73,0.34,2.53,0.39,1.15,0.44,1.64,0.51,101.35,98
Middle,102669,1100,4.76,0.78,0.42,2.62,0.45,1.12,0.48,1.65,0.54,101.45,98
Middle,102669,1200,4.86,0.84,0.51,2.71,0.5,1.08,0.53,1.65,0.55,101.55,98
Middle,102669,1300,4.95,0.92,0.59,2.8,0.58,1.05,0.57,1.63,0.56,101.64,98
Middle,102669,1400,5.04,0.99,0.67,2.88,0.66,1.03,0.59,1.62,0.59,101.73,98
Middle,102669,1500,5.12,1.07,0.75,2.96,0.74,1.02,0.62,1.61,0.61,101.81,98
Middle,102669,1600,5.21,1.15,0.83,3.04,0.81,1.01,0.64,1.59,0.64,101.9,98
Middle,102669,1700,5.29,1.22,0.91,3.13,0.89,1,0.66,1.57,0.66,101.98,98
Middle,102669,1800,5.37,1.29,0.98,3.2,0.96,0.99,0.68,1.56,0.67,102.06,98
Middle,102669,1900,5.45,1.36,1.05,3.28,1.02,0.99,0.7,1.55,0.69,102.14,98
Middle,102669,2000,5.52,1.43,1.13,3.36,1.09,0.99,0.71,1.54,0.7,102.21,98
Middle,102669,2100,5.6,1.5,1.2,3.43,1.14,0.98,0.73,1.53,0.72,102.29,98
Middle,102669,2200,5.67,1.56,1.28,3.51,1.2,0.98,0.74,1.51,0.73,102.36,98
Middle,102669,2300,5.75,1.62,1.35,3.58,1.25,0.98,0.75,1.5,0.73,102.44,98
Middle,102669,2400,5.82,1.69,1.43,3.66,1.31,0.98,0.77,1.49,0.73,102.51,98
Middle,102669,2500,5.9,1.74,1.5,3.73,1.35,0.97,0.78,1.48,0.74,102.59,98
Middle,102669,2600,5.97,1.81,1.57,3.8,1.41,0.97,0.79,1.48,0.74,102.66,98
Middle,102669,2700,6.03,1.88,1.63,3.87,1.48,0.98,0.8,1.48,0.75,102.72,98
Middle,102669,2800,6.1,1.94,1.7,3.93,1.55,0.98,0.81,1.47,0.76,102.79,98
Middle,102669,2900,6.16,2.01,1.76,4,1.61,0.98,0.82,1.47,0.77,102.85,98
Middle,102669,3000,6.23,2.07,1.82,4.06,1.67,0.98,0.83,1.46,0.78,102.92,98
Middle,102669,3100,6.29,2.13,1.88,4.12,1.73,0.99,0.83,1.46,0.79,102.98,98
Middle,102669,3200,6.35,2.19,1.94,4.18,1.79,0.99,0.84,1.46,0.8,103.04,98
Middle,102669,3300,6.41,2.25,2,4.24,1.85,0.99,0.85,1.46,0.81,103.1,98
Middle,102669,3400,6.47,2.31,2.06,4.3,1.91,1,0.86,1.46,0.82,103.16,98
Middle,102669,3500,6.52,2.36,2.12,4.36,1.97,1,0.87,1.46,0.83,103.21,98
Middle,102669,3600,6.58,2.42,2.17,4.42,2.02,1.01,0.87,1.46,0.83,103.27,98
Middle,102669,3700,6.64,2.47,2.23,4.47,2.08,1.01,0.88,1.46,0.84,103.33,98
Middle,102669,3800,6.69,2.53,2.29,4.53,2.13,1.02,0.89,1.46,0.85,103.38,98
Middle,102669,3900,6.75,2.58,2.34,4.58,2.19,1.02,0.9,1.46,0.86,103.44,98
Middle,102669,4000,6.8,2.64,2.39,4.64,2.24,1.03,0.9,1.46,0.87,103.49,98
Middle,102669,4100,6.85,2.69,2.44,4.69,2.29,1.03,0.91,1.46,0.87,103.54,98
Middle,102669,4200,6.91,2.74,2.5,4.74,2.35,1.03,0.92,1.47,0.88,103.6,98
Middle,102669,4300,6.96,2.79,2.55,4.79,2.4,1.04,0.93,1.47,0.89,103.65,98
Middle,102669,4400,7.01,2.84,2.6,4.85,2.45,1.04,0.93,1.47,0.9,103.7,98
Middle,102669,4500,7.06,2.89,2.65,4.9,2.5,1.05,0.94,1.47,0.9,103.75,98
,,,,,,,,,,,,,
Middle,101552,100,1.56,0.74,0.23,1.52,,0.31,0.11,0.35,,99.53,98
Middle,101552,200,1.92,0.78,0.43,1.81,,0.36,0.18,0.48,,99.89,98
Middle,101552,300,2.16,1.01,0.67,2.03,,0.41,0.25,0.55,,100.13,98
Middle,101552,400,2.34,1.18,0.84,2.19,,0.46,0.32,0.62,,100.31,98
Middle,101552,500,2.49,1.32,0.98,2.29,,0.51,0.37,0.68,,100.46,98
Middle,101552,600,2.63,1.44,1.12,2.36,,0.55,0.42,0.72,,100.6,98
Middle,101552,700,2.76,1.56,1.24,2.47,,0.59,0.47,0.77,,100.73,98
Middle,101552,800,2.86,1.65,1.34,2.55,,0.64,0.51,0.82,,100.83,98
Middle,101552,900,2.95,1.72,1.4,2.63,,0.68,0.55,0.86,,100.92,98
Middle,101552,1000,3.04,1.8,1.48,2.7,,0.72,0.59,0.91,,101.01,98
Middle,101552,1100,3.13,1.87,1.56,2.77,,0.75,0.63,0.94,,101.1,98
Middle,101552,1200,3.22,1.94,1.62,2.84,,0.78,0.66,0.98,,101.19,98
Middle,101552,1300,3.31,2.01,1.7,2.91,,0.81,0.68,1.01,,101.28,98
Middle,101552,1400,3.4,2.08,1.77,2.99,,0.83,0.71,1.04,,101.37,98
Middle,101552,1500,3.49,2.15,1.83,3.08,,0.85,0.73,1.07,,101.46,98
Middle,101552,1600,3.58,2.19,1.88,3.16,0.03,0.87,0.75,1.09,0.05,101.55,98
Middle,101552,1700,3.67,2.25,1.96,3.25,0.06,0.89,0.77,1.12,0.08,101.64,98
Middle,101552,1800,3.75,2.33,2.05,3.34,0.12,0.91,0.79,1.14,0.12,101.72,98
Middle,101552,1900,3.83,2.41,2.13,3.42,0.2,0.93,0.81,1.15,0.16,101.8,98
Middle,101552,2000,3.92,2.49,2.21,3.51,0.27,0.94,0.83,1.17,0.2,101.89,98
Middle,101552,2100,4,2.56,2.29,3.58,0.33,0.96,0.85,1.19,0.23,101.97,98
Middle,101552,2200,4.08,2.64,2.37,3.67,0.39,0.97,0.86,1.2,0.26,102.05,98
Middle,101552,2300,4.16,2.72,2.46,3.75,0.46,0.99,0.88,1.21,0.29,102.13,98
Middle,101552,2400,4.24,1.64,2.53,3.83,0.05,0.99,0.9,1.22,0.14,102.21,98
Middle,101552,2500,4.32,1.71,2.61,3.91,0.13,0.99,0.91,1.23,0.14,102.29,98
Middle,101552,2600,4.4,1.78,2.68,3.99,0.2,0.98,0.92,1.24,0.17,102.37,98
Middle,101552,2700,4.47,1.82,2.76,4.06,0.27,0.98,0.93,1.25,0.2,102.44,98
Middle,101552,2800,4.54,1.88,2.83,4.13,0.33,0.98,0.94,1.25,0.23,102.51,98
Middle,101552,2900,4.61,1.95,2.89,4.2,0.4,0.98,0.95,1.26,0.26,102.58,98
Middle,101552,3000,4.68,2.01,2.96,4.27,0.46,0.98,0.96,1.27,0.28,102.65,98
Middle,101552,3100,4.75,2.07,3.02,4.33,0.53,0.98,0.97,1.27,0.3,102.72,98
Middle,101552,3200,4.81,2.13,3.09,4.4,0.59,0.98,0.98,1.28,0.32,102.78,98
Middle,101552,3300,4.87,2.19,3.15,4.46,0.65,0.98,0.98,1.29,0.34,102.84,98
Middle,101552,3400,4.94,2.25,3.21,4.52,0.71,0.98,0.99,1.29,0.36,102.91,98
Middle,101552,3500,5,2.3,3.27,4.58,0.77,0.98,1,1.3,0.38,102.97,98
Middle,101552,3600,5.06,2.36,3.32,4.64,0.83,0.99,1.01,1.3,0.4,103.03,98
Middle,101552,3700,5.12,2.41,3.38,4.7,0.88,0.99,1.01,1.31,0.41,103.09,98
Middle,101552,3800,5.17,2.46,3.44,4.76,0.92,0.99,1.02,1.31,0.42,103.14,98
Middle,101552,3900,5.23,2.51,3.49,4.82,0.98,1,1.03,1.32,0.44,103.2,98
Middle,101552,4000,5.29,2.57,3.55,4.87,1.04,1,1.03,1.32,0.45,103.26,98
Middle,101552,4100,5.34,2.63,3.6,4.93,1.09,1,1.04,1.33,0.47,103.31,98
Middle,101552,4200,5.4,2.68,3.66,4.99,1.15,1.01,1.05,1.33,0.48,103.37,98
Middle,101552,4300,5.45,2.73,3.71,5.04,1.2,1.01,1.05,1.34,0.5,103.42,98
Middle,101552,4400,5.51,2.79,3.76,5.09,1.25,1.01,1.06,1.34,0.51,103.48,98
Middle,101552,4500,5.56,2.84,3.81,5.15,1.31,1.02,1.06,1.35,0.52,103.53,98
,,,,,,,,,,,,,
Middle,101499,100,1.66,0.74,0.77,1.11,0.15,0.15,0.14,0.18,0.06,99.53,97.87
Middle,101499,200,2.02,0.89,1.12,1.47,0.3,0.19,0.19,0.24,0.09,99.89,97.87
Middle,101499,300,2.26,1.05,1.36,1.71,0.47,0.22,0.23,0.28,0.11,100.13,97.87
Middle,101499,400,2.44,1.21,1.53,1.89,0.64,0.25,0.26,0.32,0.15,100.31,97.87
Middle,101499,500,2.59,1.36,1.67,2.04,0.78,0.28,0.29,0.35,0.18,100.46,97.87
Middle,101499,600,2.73,1.49,1.8,2.18,0.92,0.3,0.32,0.38,0.2,100.6,97.87
Middle,101499,700,2.86,1.61,1.92,2.31,1.04,0.32,0.34,0.4,0.23,100.73,97.87
Middle,101499,800,2.96,1.71,2.01,2.41,1.14,0.35,0.37,0.43,0.25,100.83,97.87
Middle,101499,900,3.05,1.79,2.1,2.5,1.22,0.37,0.39,0.46,0.27,100.92,97.87
Middle,101499,1000,3.14,1.87,2.19,2.59,1.3,0.39,0.41,0.49,0.29,101.01,97.87
Middle,101499,1100,3.23,1.95,2.27,2.68,1.37,0.41,0.43,0.51,0.31,101.1,97.87
Middle,101499,1200,3.32,2.03,2.36,2.77,1.45,0.43,0.45,0.53,0.33,101.19,97.87
Middle,101499,1300,3.41,2.12,2.45,2.86,1.54,0.45,0.47,0.55,0.35,101.28,97.87
Middle,101499,1400,3.5,2.21,2.53,2.95,1.63,0.46,0.48,0.56,0.36,101.37,97.87
Middle,101499,1500,3.59,2.29,2.61,3.04,1.72,0.47,0.5,0.58,0.38,101.46,97.87
Middle,101499,1600,3.68,2.38,2.69,3.13,1.8,0.49,0.51,0.59,0.39,101.55,97.87
Middle,101499,1700,3.77,2.46,2.77,3.22,1.89,0.5,0.52,0.6,0.4,101.64,97.87
Middle,101499,1800,3.85,2.54,2.85,3.3,1.96,0.51,0.53,0.62,0.42,101.72,97.87
Middle,101499,1900,3.94,2.62,2.93,3.39,2.04,0.52,0.55,0.63,0.43,101.81,97.87
Middle,101499,2000,4.02,2.7,3.01,3.47,2.12,0.53,0.56,0.64,0.44,101.89,97.87
Middle,101499,2100,4.1,2.77,3.09,3.55,2.19,0.54,0.57,0.65,0.45,101.97,97.87
Middle,101499,2200,4.18,2.85,3.17,3.63,2.28,0.55,0.58,0.66,0.46,102.05,97.87
Middle,101499,2300,4.27,2.93,3.24,3.72,2.36,0.56,0.58,0.67,0.47,102.14,97.87
Middle,101499,2400,4.35,3.01,3.32,3.8,2.43,0.57,0.59,0.68,0.48,102.22,97.87
Middle,101499,2500,4.43,3.08,3.39,3.88,2.51,0.58,0.6,0.69,0.49,102.3,97.87
Middle,101499,2600,4.5,3.15,3.47,3.95,2.57,0.59,0.61,0.7,0.5,102.37,97.87
Middle,101499,2700,4.57,3.22,3.54,4.02,2.63,0.59,0.62,0.71,0.51,102.44,97.87
Middle,101499,2800,4.65,3.29,3.61,4.1,2.7,0.6,0.63,0.71,0.52,102.52,97.87
Middle,101499,2900,4.71,3.35,3.67,4.17,2.77,0.61,0.64,0.72,0.53,102.59,97.87
Middle,101499,3000,4.78,3.42,3.74,4.23,2.83,0.62,0.64,0.73,0.54,102.65,97.87
Middle,101499,3100,4.85,3.48,3.8,4.3,2.9,0.63,0.65,0.74,0.54,102.72,97.87
Middle,101499,3200,4.91,3.54,3.86,4.36,2.96,0.64,0.66,0.75,0.55,102.78,97.87
Middle,101499,3300,4.98,3.6,3.91,4.43,3.02,0.65,0.67,0.76,0.56,102.85,97.87
Middle,101499,3400,5.04,3.66,3.96,4.49,3.08,0.65,0.68,0.77,0.57,102.91,97.87
Middle,101499,3500,5.1,3.72,4.02,4.55,3.14,0.66,0.68,0.78,0.58,102.97,97.87
Middle,101499,3600,5.16,3.76,4.08,4.61,3.18,0.67,0.69,0.79,0.59,103.03,97.87
Middle,101499,3700,5.22,3.82,4.13,4.67,3.24,0.68,0.7,0.8,0.6,103.09,97.87
Middle,101499,3800,5.28,3.88,4.19,4.73,3.29,0.69,0.71,0.8,0.6,103.15,97.87
Middle,101499,3900,5.33,3.93,4.24,4.78,3.35,0.69,0.72,0.81,0.61,103.2,97.87
Middle,101499,4000,5.39,3.98,4.29,4.84,3.4,0.7,0.72,0.82,0.62,103.26,97.87
Middle,101499,4100,5.45,4.04,4.34,4.9,3.46,0.71,0.73,0.83,0.63,103.32,97.87
Middle,101499,4200,5.5,4.09,4.4,4.95,3.51,0.72,0.74,0.84,0.64,103.37,97.87
Middle,101499,4300,5.56,4.14,4.45,5.01,3.56,0.72,0.75,0.85,0.64,103.43,97.87
Middle,101499,4400,5.61,4.19,4.5,5.06,3.61,0.73,0.75,0.85,0.65,103.48,97.87
Middle,101499,4500,5.66,4.24,4.55,5.11,3.65,0.74,0.76,0.86,0.66,103.53,97.87
,,,,,,,,,,,,,
Middle,101445,100,1.2,0.73,,0.73,,1.6,,1.6,,99.48,98.28
Middle,101445,200,1.6,0.65,0.58,0.93,,0.56,0.51,0.68,,99.88,98.28
Middle,101445,300,1.84,0.75,0.72,1.13,0.07,0.6,0.56,0.72,0.11,100.12,98.28
Middle,101445,400,2.02,0.76,0.83,1.27,0.12,0.63,0.61,0.77,0.17,100.3,98.28
Middle,101445,500,2.17,0.77,0.92,1.39,0.19,0.65,0.64,0.8,0.22,100.45,98.28
Middle,101445,600,2.31,0.79,1.01,1.49,0.24,0.65,0.66,0.81,0.26,100.59,98.28
Middle,101445,700,2.44,0.81,1.07,1.61,0.3,0.64,0.66,0.87,0.3,100.72,98.28
Middle,101445,800,2.54,0.87,1.15,1.71,0.37,0.65,0.68,0.9,0.33,100.82,98.28
Middle,101445,900,2.63,0.93,1.23,1.8,0.44,0.67,0.7,0.92,0.36,100.91,98.28
Middle,101445,1000,2.72,1.01,1.31,1.89,0.52,0.67,0.71,0.94,0.39,101,98.28
Middle,101445,1100,2.81,1.09,1.4,1.98,0.6,0.68,0.72,0.94,0.42,101.09,98.28
Middle,101445,1200,2.9,1.17,1.49,2.07,0.67,0.69,0.73,0.95,0.44,101.18,98.28
Middle,101445,1300,2.99,1.24,1.58,2.16,0.75,0.69,0.74,0.95,0.45,101.27,98.28
Middle,101445,1400,3.08,1.33,1.67,2.25,0.84,0.69,0.74,0.95,0.47,101.36,98.28
Middle,101445,1500,3.17,1.42,1.75,2.34,0.92,0.69,0.74,0.94,0.48,101.45,98.28
Middle,101445,1600,3.26,1.5,1.83,2.43,1.01,0.7,0.74,0.94,0.5,101.54,98.28
Middle,101445,1700,3.35,1.59,1.92,2.52,1.1,0.7,0.75,0.94,0.51,101.63,98.28
Middle,101445,1800,3.43,1.68,2,2.61,1.18,0.7,0.75,0.93,0.53,101.71,98.28
Middle,101445,1900,3.52,1.76,2.08,2.69,1.26,0.7,0.75,0.93,0.54,101.8,98.28
Middle,101445,2000,3.6,1.84,2.17,2.78,1.35,0.71,0.75,0.93,0.55,101.88,98.28
Middle,101445,2100,3.68,1.92,2.24,2.85,1.42,0.71,0.76,0.93,0.56,101.96,98.28
Middle,101445,2200,3.76,2,2.33,2.94,1.51,0.72,0.76,0.93,0.57,102.04,98.28
Middle,101445,2300,3.85,2.08,2.41,3.02,1.59,0.72,0.76,0.93,0.58,102.13,98.28
Middle,101445,2400,3.93,2.16,2.49,3.1,1.67,0.72,0.76,0.93,0.59,102.21,98.28
Middle,101445,2500,4.01,2.24,2.56,3.18,1.75,0.72,0.77,0.93,0.59,102.29,98.28
Middle,101445,2600,4.08,2.31,2.64,3.26,1.82,0.73,0.77,0.93,0.6,102.36,98.28
Middle,101445,2700,4.16,2.39,2.71,3.33,1.9,0.73,0.78,0.93,0.61,102.44,98.28
