# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000001
500.000000	0.000197	0.000129	0.000330
750.000000	0.008290	0.001516	0.003708
1000.000000	0.059261	0.006976	0.017022
1250.000000	0.206708	0.021491	0.049628
1500.000000	0.464562	0.049019	0.106467
2000.000000	1.070636	0.124167	0.247975
2240.000000	1.349344	0.163158	0.317277
