# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000545	0.000258	0.000652
500.000000	0.026902	0.003853	0.009517
750.000000	0.132063	0.013957	0.033726
1000.000000	0.356642	0.034782	0.080185
1250.000000	0.601558	0.060880	0.134314
1500.000000	1.644049	0.146644	0.316027
2000.000000	2.380734	0.265670	0.524438
2240.000000	3.693691	0.452615	0.843764
