# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000001	0.000006	0.000016
500.000000	0.001000	0.000363	0.000888
750.000000	0.016822	0.002742	0.006711
1000.000000	0.085971	0.009909	0.024197
1250.000000	0.247167	0.025385	0.059488
1500.000000	0.430898	0.044436	0.099391
2000.000000	1.004444	0.111469	0.233280
2240.000000	1.256204	0.142789	0.288403
