# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000000
500.000000	0.000000	0.000000	0.000001
750.000000	0.000066	0.000030	0.000072
1000.000000	0.001939	0.000307	0.000757
1250.000000	0.011721	0.001351	0.003174
1500.000000	0.032508	0.003637	0.008019
2000.000000	0.122401	0.014890	0.029568
2240.000000	0.196079	0.025220	0.048130
