# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000025	0.000034	0.000087
500.000000	0.006336	0.001304	0.003153
750.000000	0.047404	0.006129	0.015111
1000.000000	0.170745	0.017785	0.042767
1250.000000	0.379859	0.038016	0.087309
1500.000000	0.616372	0.063262	0.138855
2000.000000	1.161158	0.129094	0.264131
2240.000000	1.473442	0.170940	0.339692
