# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.009083	0.001585	0.003834
500.000000	0.457923	0.040298	0.093212
750.000000	1.924526	0.178007	0.370830
1000.000000	3.247263	0.324118	0.645076
1250.000000	4.329365	0.464928	0.899081
1500.000000	4.544601	0.527393	0.997165
2000.000000	4.729222	0.597663	1.100118
2240.000000	6.827095	0.884290	1.583204
