# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000000
500.000000	0.000000	0.000000	0.000000
750.000000	0.000004	0.000013	0.000033
1000.000000	0.000531	0.000229	0.000557
1250.000000	0.008165	0.001453	0.003577
1500.000000	0.041767	0.005120	0.012471
2000.000000	0.248072	0.027000	0.059516
2240.000000	0.416129	0.046720	0.098549
