# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000002	0.000005
500.000000	0.003732	0.000726	0.001771
750.000000	0.042941	0.004949	0.012044
1000.000000	0.125644	0.013122	0.030354
1250.000000	0.212665	0.022506	0.050144
1500.000000	0.328324	0.035148	0.076398
2000.000000	0.687382	0.077159	0.158778
2240.000000	0.941895	0.109061	0.218812
