# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.017114	0.002667	0.006419
500.000000	0.042873	0.005994	0.014672
750.000000	0.120343	0.013519	0.033292
1000.000000	0.257353	0.025888	0.061649
1250.000000	0.639349	0.058826	0.133762
1500.000000	0.729204	0.074163	0.162436
2000.000000	1.261281	0.141469	0.287382
2240.000000	1.565909	0.183334	0.362134
