# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.187249	0.017008	0.040681
500.000000	1.389805	0.146067	0.296465
750.000000	2.250879	0.267218	0.508629
1000.000000	2.559565	0.324050	0.600046
1250.000000	2.771449	0.366261	0.666798
1500.000000	2.917763	0.396876	0.714726
2000.000000	8.925631	1.207301	2.067054
2240.000000	7.127369	1.016162	1.734670
