# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.108855	0.008457	0.020642
500.000000	3.237063	0.305298	0.602176
750.000000	2.069902	0.224502	0.465198
1000.000000	1.479091	0.134811	0.288709
1250.000000	1.520064	0.140977	0.302889
1500.000000	1.582043	0.154006	0.324088
2000.000000	1.453305	0.152393	0.311448
2240.000000	1.418894	0.152464	0.308570
