# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	3.718533	0.328256	0.684848
500.000000	0.728819	0.071608	0.155355
750.000000	0.344143	0.033999	0.077944
1000.000000	0.279871	0.028752	0.066750
1250.000000	0.310981	0.031578	0.073967
1500.000000	0.417703	0.040949	0.095499
2000.000000	0.577639	0.057401	0.128794
2240.000000	5.735567	1.136762	1.694930
