# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000002	0.000009	0.000022
500.000000	0.003510	0.000865	0.002101
750.000000	0.042089	0.005716	0.014086
1000.000000	0.200010	0.020742	0.050170
1250.000000	0.406837	0.039770	0.092285
1500.000000	0.645777	0.064827	0.144631
2000.000000	1.096418	0.117705	0.247723
2240.000000	1.357099	0.149521	0.307992
