# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.630047	0.053200	0.120708
500.000000	0.765551	0.068944	0.151054
750.000000	1.313455	0.135436	0.277142
1000.000000	2.121213	0.243639	0.471116
1250.000000	2.412624	0.286470	0.548240
1500.000000	2.826773	0.339134	0.646529
2000.000000	3.049164	0.385109	0.721791
2240.000000	3.220184	0.417614	0.773557
