# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.383394	0.035072	0.080050
500.000000	2.226567	0.256045	0.493277
750.000000	3.036072	0.384050	0.708549
1000.000000	2.857566	0.370603	0.679307
1250.000000	3.196180	0.417235	0.762003
1500.000000	3.357506	0.444374	0.807558
2000.000000	3.038409	0.405893	0.739307
2240.000000	2.906469	0.390289	0.711045
