# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.067099	0.006602	0.016174
500.000000	0.054557	0.006290	0.015446
750.000000	0.104574	0.010992	0.026567
1000.000000	0.175701	0.017739	0.041634
1250.000000	0.266812	0.026999	0.061251
1500.000000	0.388355	0.040223	0.088078
2000.000000	0.644292	0.071070	0.147124
2240.000000	0.742693	0.084083	0.170989
