# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000000
500.000000	0.000000	0.000000	0.000000
750.000000	0.000011	0.000018	0.000046
1000.000000	0.001366	0.000359	0.000866
1250.000000	0.015509	0.002163	0.005326
1500.000000	0.069920	0.007776	0.018180
2000.000000	0.833239	0.099610	0.212382
2240.000000	1.035074	0.108442	0.216299
