# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.068005	0.006897	0.016861
500.000000	0.062798	0.007147	0.017483
750.000000	0.126772	0.013266	0.032031
1000.000000	0.213325	0.021411	0.050223
1250.000000	0.318064	0.032070	0.072726
1500.000000	0.454826	0.046960	0.102862
2000.000000	0.740207	0.081392	0.168617
2240.000000	0.846536	0.095553	0.194472
