# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000000
500.000000	0.000002	0.000006	0.000015
750.000000	0.003195	0.000619	0.001504
1000.000000	0.036222	0.004121	0.010021
1250.000000	1.822948	0.200092	0.358679
1500.000000	0.456133	0.046469	0.094958
2000.000000	0.687689	0.068902	0.150803
2240.000000	1.130628	0.115406	0.244969
