# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000005	0.000017	0.000045
500.000000	0.004411	0.001145	0.002751
750.000000	0.051888	0.006900	0.017080
1000.000000	0.203614	0.021169	0.050787
1250.000000	0.444134	0.044598	0.102070
1500.000000	0.733412	0.075069	0.164575
2000.000000	1.369545	0.148714	0.307519
2240.000000	1.732430	0.193373	0.390893
