# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.086533	0.008948	0.021863
500.000000	0.390026	0.038039	0.086578
750.000000	0.584300	0.059475	0.130232
1000.000000	0.858158	0.091276	0.193671
1250.000000	1.119924	0.123883	0.254122
1500.000000	1.437977	0.165864	0.330578
2000.000000	2.117152	0.264511	0.502843
2240.000000	2.426890	0.314819	0.586927
