# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000001
500.000000	0.000521	0.000198	0.000482
750.000000	0.013980	0.002036	0.005032
1000.000000	0.072777	0.007956	0.018966
1250.000000	0.200269	0.021154	0.047693
1500.000000	0.672700	0.062191	0.134157
2000.000000	1.148805	0.136045	0.267236
2240.000000	2.195413	0.283794	0.520258
