# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	1.147028	0.088223	0.184421
500.000000	0.007497	0.001356	0.003289
750.000000	0.000927	0.000356	0.000876
1000.000000	0.009257	0.001613	0.003927
1250.000000	0.064530	0.007049	0.017148
1500.000000	0.188529	0.018969	0.043569
2000.000000	0.496346	0.053705	0.112974
2240.000000	0.563822	0.062582	0.129531
