# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000001	0.000002
500.000000	0.000389	0.000235	0.000597
750.000000	0.016110	0.002689	0.006595
1000.000000	0.091209	0.010250	0.025003
1250.000000	0.421744	0.058496	0.136034
1500.000000	0.561340	0.054451	0.121093
2000.000000	1.188574	0.131845	0.266422
2240.000000	2.236200	0.230176	0.457390
