# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000001
500.000000	0.002570	0.000628	0.001506
750.000000	0.056021	0.006383	0.015541
1000.000000	0.204920	0.021218	0.048101
1250.000000	0.407629	0.043884	0.094113
1500.000000	0.496564	0.055176	0.116846
2000.000000	0.676043	0.076478	0.156863
2240.000000	0.807094	0.093461	0.188336
