# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.062986	0.006518	0.016110
500.000000	0.613088	0.061019	0.131447
750.000000	1.211020	0.131746	0.266002
1000.000000	1.631109	0.193529	0.372658
1250.000000	1.956490	0.245328	0.460258
1500.000000	2.218957	0.289977	0.533836
2000.000000	2.587241	0.356016	0.641721
2240.000000	7.726232	0.958467	1.752560
