# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.043995	0.005570	0.013674
500.000000	0.596307	0.052248	0.122348
750.000000	0.597434	0.058288	0.130553
1000.000000	1.126381	0.101839	0.224306
1250.000000	1.047488	0.109291	0.231753
1500.000000	1.278060	0.140802	0.289295
2000.000000	1.887193	0.227374	0.442069
2240.000000	2.188831	0.274638	0.522022
