# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000000	0.000000	0.000000
500.000000	0.000116	0.000049	0.000121
750.000000	0.002533	0.000418	0.001030
1000.000000	0.008532	0.001082	0.002648
1250.000000	0.021029	0.002363	0.005619
1500.000000	0.039647	0.004333	0.009995
2000.000000	0.092874	0.010206	0.022308
2240.000000	0.128490	0.014369	0.030627
