# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.000071	0.000096	0.000246
500.000000	0.004994	0.001350	0.003240
750.000000	0.036029	0.005301	0.013065
1000.000000	0.150990	0.016174	0.039437
1250.000000	0.368879	0.036586	0.085184
1500.000000	0.634368	0.064214	0.142707
2000.000000	1.362871	0.149516	0.307467
2240.000000	1.774680	0.202681	0.406075
