# Qw	Qs_PARKER	Qs_WILCOCK	Qs_GAEUMAN
210.000000	0.064080	0.007245	0.017785
500.000000	0.194899	0.019833	0.047119
750.000000	0.267149	0.027983	0.065192
1000.000000	1.543983	0.155051	0.297389
1250.000000	0.437512	0.043127	0.098755
1500.000000	0.477839	0.048472	0.110348
2000.000000	0.779781	0.080262	0.175635
2240.000000	1.012076	0.106448	0.226928
